account_id,district_id,frequency,parseddate,year,month,day,date
A00003628,70,Monthly Issuance,2015-09-12,2015,9,12,2015-09-12
A00002358,7,Monthly Issuance,2015-09-13,2015,9,13,2015-09-13
A00001613,1,Monthly Issuance,2015-09-13,2015,9,13,2015-09-13
A00002866,43,Monthly Issuance,2015-09-13,2015,9,13,2015-09-13
A00003010,46,Monthly Issuance,2015-09-13,2015,9,13,2015-09-13
A00003368,24,Monthly Issuance,2015-09-14,2015,9,14,2015-09-14
A00005125,1,Monthly Issuance,2015-09-14,2015,9,14,2015-09-14
A00000994,72,Monthly Issuance,2015-09-15,2015,9,15,2015-09-15
A00001674,1,Monthly Issuance,2015-09-15,2015,9,15,2015-09-15
A00003234,1,Monthly Issuance,2015-09-16,2015,9,16,2015-09-16
A00001452,45,Monthly Issuance,2015-09-16,2015,9,16,2015-09-16
A00009377,1,Monthly Issuance,2015-09-17,2015,9,17,2015-09-17
A00003758,38,Monthly Issuance,2015-09-19,2015,9,19,2015-09-19
A00000138,22,Monthly Issuance,2015-09-19,2015,9,19,2015-09-19
A00001376,64,Monthly Issuance,2015-09-20,2015,9,20,2015-09-20
A00003770,23,Monthly Issuance,2015-09-20,2015,9,20,2015-09-20
A00011271,5,Monthly Issuance,2015-09-20,2015,9,20,2015-09-20
A00002353,51,Monthly Issuance,2015-09-21,2015,9,21,2015-09-21
A00001335,54,Monthly Issuance,2015-09-21,2015,9,21,2015-09-21
A00002119,74,Monthly Issuance,2015-09-21,2015,9,21,2015-09-21
A00000008,57,Monthly Issuance,2015-09-21,2015,9,21,2015-09-21
A00001704,70,Monthly Issuance,2015-09-22,2015,9,22,2015-09-22
A00001660,1,Monthly Issuance,2015-09-22,2015,9,22,2015-09-22
A00005429,71,Monthly Issuance,2015-09-22,2015,9,22,2015-09-22
A00003440,22,Monthly Issuance,2015-09-22,2015,9,22,2015-09-22
A00002148,1,Monthly Issuance,2015-09-22,2015,9,22,2015-09-22
A00000676,39,Monthly Issuance,2015-09-22,2015,9,22,2015-09-22
A00002731,1,Monthly Issuance,2015-09-26,2015,9,26,2015-09-26
A00000080,43,Monthly Issuance,2015-09-27,2015,9,27,2015-09-27
A00003417,48,Monthly Issuance,2015-09-28,2015,9,28,2015-09-28
A00000169,4,Monthly Issuance,2015-09-28,2015,9,28,2015-09-28
A00004047,45,Weekly Issuance,2015-09-29,2015,9,29,2015-09-29
A00007487,4,Monthly Issuance,2015-10-01,2015,10,1,2015-10-01
A00000992,22,Monthly Issuance,2015-10-01,2015,10,1,2015-10-01
A00000331,65,Monthly Issuance,2015-10-02,2015,10,2,2015-10-02
A00002835,73,Monthly Issuance,2015-10-03,2015,10,3,2015-10-03
A00003677,1,Monthly Issuance,2015-10-04,2015,10,4,2015-10-04
A00002565,74,Monthly Issuance,2015-10-04,2015,10,4,2015-10-04
A00004190,62,Monthly Issuance,2015-10-04,2015,10,4,2015-10-04
A00003317,4,Monthly Issuance,2015-10-04,2015,10,4,2015-10-04
A00001690,16,Monthly Issuance,2015-10-07,2015,10,7,2015-10-07
A00001448,1,Monthly Issuance,2015-10-07,2015,10,7,2015-10-07
A00000521,9,Monthly Issuance,2015-10-08,2015,10,8,2015-10-08
A00003132,56,Monthly Issuance,2015-10-08,2015,10,8,2015-10-08
A00003944,22,Monthly Issuance,2015-10-08,2015,10,8,2015-10-08
A00001427,17,Monthly Issuance,2015-10-08,2015,10,8,2015-10-08
A00001742,68,Monthly Issuance,2015-10-08,2015,10,8,2015-10-08
A00006400,31,Issuance After Transaction,2015-10-09,2015,10,9,2015-10-09
A00003486,64,Monthly Issuance,2015-10-09,2015,10,9,2015-10-09
A00004473,45,Monthly Issuance,2015-10-09,2015,10,9,2015-10-09
A00002965,6,Monthly Issuance,2015-10-10,2015,10,10,2015-10-10
A00002301,22,Monthly Issuance,2015-10-10,2015,10,10,2015-10-10
A00002674,50,Monthly Issuance,2015-10-10,2015,10,10,2015-10-10
A00000011,76,Monthly Issuance,2015-10-10,2015,10,10,2015-10-10
A00008533,47,Monthly Issuance,2015-10-10,2015,10,10,2015-10-10
A00001089,74,Monthly Issuance,2015-10-10,2015,10,10,2015-10-10
A00005063,43,Monthly Issuance,2015-10-11,2015,10,11,2015-10-11
A00001257,66,Monthly Issuance,2015-10-11,2015,10,11,2015-10-11
A00000990,17,Monthly Issuance,2015-10-11,2015,10,11,2015-10-11
A00001581,39,Monthly Issuance,2015-10-12,2015,10,12,2015-10-12
A00002424,1,Monthly Issuance,2015-10-13,2015,10,13,2015-10-13
A00000917,56,Monthly Issuance,2015-10-13,2015,10,13,2015-10-13
A00002255,52,Monthly Issuance,2015-10-14,2015,10,14,2015-10-14
A00011362,67,Monthly Issuance,2015-10-14,2015,10,14,2015-10-14
A00001796,18,Monthly Issuance,2015-10-14,2015,10,14,2015-10-14
A00002834,70,Monthly Issuance,2015-10-14,2015,10,14,2015-10-14
A00008114,59,Monthly Issuance,2015-10-14,2015,10,14,2015-10-14
A00000260,24,Monthly Issuance,2015-10-14,2015,10,14,2015-10-14
A00001749,64,Monthly Issuance,2015-10-14,2015,10,14,2015-10-14
A00004650,4,Monthly Issuance,2015-10-15,2015,10,15,2015-10-15
A00000336,62,Monthly Issuance,2015-10-16,2015,10,16,2015-10-16
A00000308,61,Monthly Issuance,2015-10-16,2015,10,16,2015-10-16
A00000319,47,Weekly Issuance,2015-10-17,2015,10,17,2015-10-17
A00000762,76,Monthly Issuance,2015-10-18,2015,10,18,2015-10-18
A00001142,74,Monthly Issuance,2015-10-19,2015,10,19,2015-10-19
A00003200,17,Issuance After Transaction,2015-10-20,2015,10,20,2015-10-20
A00003646,63,Weekly Issuance,2015-10-20,2015,10,20,2015-10-20
A00001206,70,Monthly Issuance,2015-10-21,2015,10,21,2015-10-21
A00000501,13,Monthly Issuance,2015-10-21,2015,10,21,2015-10-21
A00002235,45,Monthly Issuance,2015-10-22,2015,10,22,2015-10-22
A00002487,42,Monthly Issuance,2015-10-22,2015,10,22,2015-10-22
A00010762,1,Monthly Issuance,2015-10-23,2015,10,23,2015-10-23
A00003131,21,Monthly Issuance,2015-10-23,2015,10,23,2015-10-23
A00010520,55,Issuance After Transaction,2015-10-24,2015,10,24,2015-10-24
A00002515,64,Monthly Issuance,2015-10-24,2015,10,24,2015-10-24
A00002727,1,Monthly Issuance,2015-10-25,2015,10,25,2015-10-25
A00001756,38,Monthly Issuance,2015-10-26,2015,10,26,2015-10-26
A00002500,61,Monthly Issuance,2015-10-26,2015,10,26,2015-10-26
A00001426,40,Monthly Issuance,2015-10-27,2015,10,27,2015-10-27
A00000602,43,Monthly Issuance,2015-10-27,2015,10,27,2015-10-27
A00003637,53,Monthly Issuance,2015-10-28,2015,10,28,2015-10-28
A00002481,1,Monthly Issuance,2015-10-28,2015,10,28,2015-10-28
A00003080,57,Monthly Issuance,2015-10-29,2015,10,29,2015-10-29
A00002621,55,Monthly Issuance,2015-10-29,2015,10,29,2015-10-29
A00001238,1,Monthly Issuance,2015-10-29,2015,10,29,2015-10-29
A00010710,19,Monthly Issuance,2015-10-30,2015,10,30,2015-10-30
A00002871,52,Monthly Issuance,2015-10-30,2015,10,30,2015-10-30
A00001403,17,Monthly Issuance,2015-11-02,2015,11,2,2015-11-02
A00001629,10,Monthly Issuance,2015-11-02,2015,11,2,2015-11-02
A00009353,59,Monthly Issuance,2015-11-03,2015,11,3,2015-11-03
A00000820,74,Monthly Issuance,2015-11-04,2015,11,4,2015-11-04
A00003384,14,Monthly Issuance,2015-11-05,2015,11,5,2015-11-05
A00000257,11,Monthly Issuance,2015-11-05,2015,11,5,2015-11-05
A00000479,1,Monthly Issuance,2015-11-05,2015,11,5,2015-11-05
A00003764,69,Monthly Issuance,2015-11-05,2015,11,5,2015-11-05
A00000155,58,Monthly Issuance,2015-11-07,2015,11,7,2015-11-07
A00003945,50,Monthly Issuance,2015-11-07,2015,11,7,2015-11-07
A00002157,77,Monthly Issuance,2015-11-08,2015,11,8,2015-11-08
A00002051,64,Weekly Issuance,2015-11-08,2015,11,8,2015-11-08
A00003061,76,Monthly Issuance,2015-11-08,2015,11,8,2015-11-08
A00003111,60,Monthly Issuance,2015-11-08,2015,11,8,2015-11-08
A00001691,48,Monthly Issuance,2015-11-08,2015,11,8,2015-11-08
A00001044,14,Monthly Issuance,2015-11-09,2015,11,9,2015-11-09
A00001945,56,Monthly Issuance,2015-11-09,2015,11,9,2015-11-09
A00009790,52,Monthly Issuance,2015-11-09,2015,11,9,2015-11-09
A00009928,60,Monthly Issuance,2015-11-09,2015,11,9,2015-11-09
A00002580,60,Monthly Issuance,2015-11-09,2015,11,9,2015-11-09
A00001599,57,Monthly Issuance,2015-11-10,2015,11,10,2015-11-10
A00011079,16,Monthly Issuance,2015-11-10,2015,11,10,2015-11-10
A00000968,74,Monthly Issuance,2015-11-11,2015,11,11,2015-11-11
A00000810,46,Monthly Issuance,2015-11-11,2015,11,11,2015-11-11
A00001760,53,Monthly Issuance,2015-11-11,2015,11,11,2015-11-11
A00002550,67,Monthly Issuance,2015-11-11,2015,11,11,2015-11-11
A00003572,65,Monthly Issuance,2015-11-12,2015,11,12,2015-11-12
A00001030,57,Monthly Issuance,2015-11-12,2015,11,12,2015-11-12
A00000487,40,Monthly Issuance,2015-11-14,2015,11,14,2015-11-14
A00003767,1,Monthly Issuance,2015-11-15,2015,11,15,2015-11-15
A00000348,25,Monthly Issuance,2015-11-15,2015,11,15,2015-11-15
A00001867,52,Monthly Issuance,2015-11-15,2015,11,15,2015-11-15
A00002516,6,Monthly Issuance,2015-11-16,2015,11,16,2015-11-16
A00003303,1,Monthly Issuance,2015-11-17,2015,11,17,2015-11-17
A00000933,21,Monthly Issuance,2015-11-18,2015,11,18,2015-11-18
A00003229,64,Monthly Issuance,2015-11-18,2015,11,18,2015-11-18
A00001700,64,Monthly Issuance,2015-11-18,2015,11,18,2015-11-18
A00002836,42,Monthly Issuance,2015-11-18,2015,11,18,2015-11-18
A00000338,49,Monthly Issuance,2015-11-18,2015,11,18,2015-11-18
A00003148,33,Monthly Issuance,2015-11-19,2015,11,19,2015-11-19
A00001357,56,Monthly Issuance,2015-11-20,2015,11,20,2015-11-20
A00003772,7,Monthly Issuance,2015-11-20,2015,11,20,2015-11-20
A00000486,33,Monthly Issuance,2015-11-21,2015,11,21,2015-11-21
A00001395,1,Monthly Issuance,2015-11-21,2015,11,21,2015-11-21
A00001341,36,Monthly Issuance,2015-11-21,2015,11,21,2015-11-21
A00009017,70,Monthly Issuance,2015-11-22,2015,11,22,2015-11-22
A00010411,39,Issuance After Transaction,2015-11-23,2015,11,23,2015-11-23
A00002783,43,Monthly Issuance,2015-11-23,2015,11,23,2015-11-23
A00002015,68,Monthly Issuance,2015-11-25,2015,11,25,2015-11-25
A00002341,33,Monthly Issuance,2015-11-25,2015,11,25,2015-11-25
A00000565,39,Monthly Issuance,2015-11-25,2015,11,25,2015-11-25
A00000337,17,Monthly Issuance,2015-11-25,2015,11,25,2015-11-25
A00003780,44,Monthly Issuance,2015-11-25,2015,11,25,2015-11-25
A00000557,1,Monthly Issuance,2015-11-26,2015,11,26,2015-11-26
A00003490,48,Monthly Issuance,2015-11-26,2015,11,26,2015-11-26
A00003973,20,Monthly Issuance,2015-11-27,2015,11,27,2015-11-27
A00002043,46,Monthly Issuance,2015-11-27,2015,11,27,2015-11-27
A00002003,32,Monthly Issuance,2015-11-27,2015,11,27,2015-11-27
A00000728,60,Monthly Issuance,2015-11-28,2015,11,28,2015-11-28
A00003970,24,Monthly Issuance,2015-11-28,2015,11,28,2015-11-28
A00008169,29,Monthly Issuance,2015-11-28,2015,11,28,2015-11-28
A00000452,63,Monthly Issuance,2015-11-29,2015,11,29,2015-11-29
A00003783,40,Monthly Issuance,2015-11-29,2015,11,29,2015-11-29
A00003189,29,Monthly Issuance,2015-11-29,2015,11,29,2015-11-29
A00003689,8,Monthly Issuance,2015-11-29,2015,11,29,2015-11-29
A00002803,58,Monthly Issuance,2015-12-01,2015,12,1,2015-12-01
A00001901,15,Monthly Issuance,2015-12-01,2015,12,1,2015-12-01
A00003525,70,Monthly Issuance,2015-12-01,2015,12,1,2015-12-01
A00003320,1,Monthly Issuance,2015-12-01,2015,12,1,2015-12-01
A00002851,17,Monthly Issuance,2015-12-02,2015,12,2,2015-12-02
A00002309,18,Monthly Issuance,2015-12-03,2015,12,3,2015-12-03
A00002437,1,Monthly Issuance,2015-12-04,2015,12,4,2015-12-04
A00001825,3,Monthly Issuance,2015-12-05,2015,12,5,2015-12-05
A00000253,46,Monthly Issuance,2015-12-05,2015,12,5,2015-12-05
A00000474,61,Monthly Issuance,2015-12-06,2015,12,6,2015-12-06
A00000633,57,Monthly Issuance,2015-12-06,2015,12,6,2015-12-06
A00002374,1,Monthly Issuance,2015-12-07,2015,12,7,2015-12-07
A00001104,39,Monthly Issuance,2015-12-07,2015,12,7,2015-12-07
A00002692,28,Monthly Issuance,2015-12-08,2015,12,8,2015-12-08
A00006927,74,Weekly Issuance,2015-12-08,2015,12,8,2015-12-08
A00000924,11,Monthly Issuance,2015-12-09,2015,12,9,2015-12-09
A00003305,13,Monthly Issuance,2015-12-09,2015,12,9,2015-12-09
A00002237,26,Monthly Issuance,2015-12-13,2015,12,13,2015-12-13
A00001917,73,Monthly Issuance,2015-12-13,2015,12,13,2015-12-13
A00001685,28,Monthly Issuance,2015-12-13,2015,12,13,2015-12-13
A00000791,49,Monthly Issuance,2015-12-14,2015,12,14,2015-12-14
A00003858,2,Monthly Issuance,2015-12-14,2015,12,14,2015-12-14
A00005001,53,Monthly Issuance,2015-12-15,2015,12,15,2015-12-15
A00001469,67,Monthly Issuance,2015-12-15,2015,12,15,2015-12-15
A00003476,3,Monthly Issuance,2015-12-16,2015,12,16,2015-12-16
A00008039,9,Monthly Issuance,2015-12-17,2015,12,17,2015-12-17
A00003205,1,Monthly Issuance,2015-12-17,2015,12,17,2015-12-17
A00005477,57,Monthly Issuance,2015-12-17,2015,12,17,2015-12-17
A00001212,70,Monthly Issuance,2015-12-18,2015,12,18,2015-12-18
A00002095,56,Monthly Issuance,2015-12-19,2015,12,19,2015-12-19
A00001137,60,Monthly Issuance,2015-12-19,2015,12,19,2015-12-19
A00002570,1,Monthly Issuance,2015-12-19,2015,12,19,2015-12-19
A00003092,46,Monthly Issuance,2015-12-20,2015,12,20,2015-12-20
A00005661,53,Monthly Issuance,2015-12-20,2015,12,20,2015-12-20
A00000809,36,Monthly Issuance,2015-12-20,2015,12,20,2015-12-20
A00000522,17,Monthly Issuance,2015-12-20,2015,12,20,2015-12-20
A00002630,64,Monthly Issuance,2015-12-21,2015,12,21,2015-12-21
A00000957,70,Monthly Issuance,2015-12-22,2015,12,22,2015-12-22
A00001682,49,Monthly Issuance,2015-12-22,2015,12,22,2015-12-22
A00003587,64,Monthly Issuance,2015-12-24,2015,12,24,2015-12-24
A00004269,26,Monthly Issuance,2015-12-24,2015,12,24,2015-12-24
A00003338,25,Monthly Issuance,2015-12-24,2015,12,24,2015-12-24
A00003655,1,Monthly Issuance,2015-12-24,2015,12,24,2015-12-24
A00000084,44,Issuance After Transaction,2015-12-25,2015,12,25,2015-12-25
A00004439,30,Monthly Issuance,2015-12-25,2015,12,25,2015-12-25
A00004462,73,Weekly Issuance,2015-12-27,2015,12,27,2015-12-27
A00003814,74,Monthly Issuance,2015-12-27,2015,12,27,2015-12-27
A00002780,63,Monthly Issuance,2015-12-29,2015,12,29,2015-12-29
A00003273,74,Monthly Issuance,2015-12-29,2015,12,29,2015-12-29
A00003559,18,Monthly Issuance,2015-12-30,2015,12,30,2015-12-30
A00003968,36,Monthly Issuance,2016-01-01,2016,1,1,2016-01-01
A00002159,1,Monthly Issuance,2016-01-01,2016,1,1,2016-01-01
A00000849,1,Monthly Issuance,2016-01-01,2016,1,1,2016-01-01
A00002288,69,Monthly Issuance,2016-01-01,2016,1,1,2016-01-01
A00003051,9,Monthly Issuance,2016-01-01,2016,1,1,2016-01-01
A00000946,21,Monthly Issuance,2016-01-01,2016,1,1,2016-01-01
A00002075,33,Monthly Issuance,2016-01-01,2016,1,1,2016-01-01
A00008931,63,Weekly Issuance,2016-01-01,2016,1,1,2016-01-01
A00009225,11,Monthly Issuance,2016-01-01,2016,1,1,2016-01-01
A00003278,4,Monthly Issuance,2016-01-02,2016,1,2,2016-01-02
A00002811,4,Monthly Issuance,2016-01-02,2016,1,2,2016-01-02
A00001670,12,Monthly Issuance,2016-01-02,2016,1,2,2016-01-02
A00000275,29,Monthly Issuance,2016-01-02,2016,1,2,2016-01-02
A00001455,66,Monthly Issuance,2016-01-03,2016,1,3,2016-01-03
A00001311,60,Monthly Issuance,2016-01-03,2016,1,3,2016-01-03
A00006678,54,Monthly Issuance,2016-01-03,2016,1,3,2016-01-03
A00000145,31,Monthly Issuance,2016-01-03,2016,1,3,2016-01-03
A00000312,41,Monthly Issuance,2016-01-03,2016,1,3,2016-01-03
A00002233,43,Monthly Issuance,2016-01-03,2016,1,3,2016-01-03
A00003530,34,Monthly Issuance,2016-01-03,2016,1,3,2016-01-03
A00007828,36,Monthly Issuance,2016-01-05,2016,1,5,2016-01-05
A00009024,1,Monthly Issuance,2016-01-05,2016,1,5,2016-01-05
A00001711,63,Monthly Issuance,2016-01-05,2016,1,5,2016-01-05
A00002223,44,Monthly Issuance,2016-01-05,2016,1,5,2016-01-05
A00000646,51,Monthly Issuance,2016-01-06,2016,1,6,2016-01-06
A00002548,57,Monthly Issuance,2016-01-06,2016,1,6,2016-01-06
A00002567,17,Monthly Issuance,2016-01-07,2016,1,7,2016-01-07
A00002153,31,Weekly Issuance,2016-01-07,2016,1,7,2016-01-07
A00001243,1,Monthly Issuance,2016-01-07,2016,1,7,2016-01-07
A00003238,47,Monthly Issuance,2016-01-07,2016,1,7,2016-01-07
A00000954,74,Monthly Issuance,2016-01-08,2016,1,8,2016-01-08
A00009633,70,Monthly Issuance,2016-01-08,2016,1,8,2016-01-08
A00002716,66,Monthly Issuance,2016-01-08,2016,1,8,2016-01-08
A00001580,69,Monthly Issuance,2016-01-08,2016,1,8,2016-01-08
A00001483,10,Monthly Issuance,2016-01-09,2016,1,9,2016-01-09
A00001263,30,Weekly Issuance,2016-01-09,2016,1,9,2016-01-09
A00003966,42,Monthly Issuance,2016-01-09,2016,1,9,2016-01-09
A00003937,76,Monthly Issuance,2016-01-10,2016,1,10,2016-01-10
A00001591,65,Monthly Issuance,2016-01-10,2016,1,10,2016-01-10
A00000658,4,Monthly Issuance,2016-01-10,2016,1,10,2016-01-10
A00003638,52,Issuance After Transaction,2016-01-10,2016,1,10,2016-01-10
A00002605,21,Monthly Issuance,2016-01-10,2016,1,10,2016-01-10
A00003661,50,Monthly Issuance,2016-01-11,2016,1,11,2016-01-11
A00002686,26,Monthly Issuance,2016-01-11,2016,1,11,2016-01-11
A00002944,22,Monthly Issuance,2016-01-11,2016,1,11,2016-01-11
A00004994,1,Weekly Issuance,2016-01-11,2016,1,11,2016-01-11
A00003949,54,Monthly Issuance,2016-01-11,2016,1,11,2016-01-11
A00000332,36,Monthly Issuance,2016-01-12,2016,1,12,2016-01-12
A00000069,64,Monthly Issuance,2016-01-12,2016,1,12,2016-01-12
A00003673,30,Monthly Issuance,2016-01-12,2016,1,12,2016-01-12
A00005267,4,Monthly Issuance,2016-01-12,2016,1,12,2016-01-12
A00003170,1,Monthly Issuance,2016-01-12,2016,1,12,2016-01-12
A00001632,18,Weekly Issuance,2016-01-13,2016,1,13,2016-01-13
A00002143,1,Monthly Issuance,2016-01-13,2016,1,13,2016-01-13
A00001227,69,Monthly Issuance,2016-01-13,2016,1,13,2016-01-13
A00000204,67,Monthly Issuance,2016-01-13,2016,1,13,2016-01-13
A00001093,54,Monthly Issuance,2016-01-14,2016,1,14,2016-01-14
A00001486,63,Monthly Issuance,2016-01-15,2016,1,15,2016-01-15
A00004253,43,Monthly Issuance,2016-01-16,2016,1,16,2016-01-16
A00001196,29,Monthly Issuance,2016-01-16,2016,1,16,2016-01-16
A00003442,4,Monthly Issuance,2016-01-16,2016,1,16,2016-01-16
A00009051,5,Weekly Issuance,2016-01-17,2016,1,17,2016-01-17
A00003373,27,Monthly Issuance,2016-01-18,2016,1,18,2016-01-18
A00001036,11,Monthly Issuance,2016-01-18,2016,1,18,2016-01-18
A00003727,66,Monthly Issuance,2016-01-19,2016,1,19,2016-01-19
A00002844,43,Monthly Issuance,2016-01-19,2016,1,19,2016-01-19
A00010297,14,Monthly Issuance,2016-01-19,2016,1,19,2016-01-19
A00003755,64,Monthly Issuance,2016-01-20,2016,1,20,2016-01-20
A00001298,7,Monthly Issuance,2016-01-20,2016,1,20,2016-01-20
A00001139,34,Issuance After Transaction,2016-01-20,2016,1,20,2016-01-20
A00000660,68,Monthly Issuance,2016-01-20,2016,1,20,2016-01-20
A00000335,74,Monthly Issuance,2016-01-20,2016,1,20,2016-01-20
A00000412,74,Monthly Issuance,2016-01-21,2016,1,21,2016-01-21
A00002863,14,Monthly Issuance,2016-01-21,2016,1,21,2016-01-21
A00002274,66,Monthly Issuance,2016-01-21,2016,1,21,2016-01-21
A00002522,36,Monthly Issuance,2016-01-21,2016,1,21,2016-01-21
A00004981,54,Monthly Issuance,2016-01-22,2016,1,22,2016-01-22
A00000771,22,Monthly Issuance,2016-01-22,2016,1,22,2016-01-22
A00003832,45,Monthly Issuance,2016-01-22,2016,1,22,2016-01-22
A00001508,69,Monthly Issuance,2016-01-22,2016,1,22,2016-01-22
A00003784,25,Monthly Issuance,2016-01-22,2016,1,22,2016-01-22
A00009645,38,Monthly Issuance,2016-01-23,2016,1,23,2016-01-23
A00003947,76,Monthly Issuance,2016-01-23,2016,1,23,2016-01-23
A00002416,5,Monthly Issuance,2016-01-23,2016,1,23,2016-01-23
A00002243,25,Monthly Issuance,2016-01-24,2016,1,24,2016-01-24
A00003993,54,Monthly Issuance,2016-01-24,2016,1,24,2016-01-24
A00002225,15,Monthly Issuance,2016-01-24,2016,1,24,2016-01-24
A00001759,39,Monthly Issuance,2016-01-25,2016,1,25,2016-01-25
A00002207,35,Monthly Issuance,2016-01-25,2016,1,25,2016-01-25
A00003803,61,Monthly Issuance,2016-01-26,2016,1,26,2016-01-26
A00002754,57,Weekly Issuance,2016-01-26,2016,1,26,2016-01-26
A00003009,1,Monthly Issuance,2016-01-26,2016,1,26,2016-01-26
A00000314,15,Issuance After Transaction,2016-01-26,2016,1,26,2016-01-26
A00000554,26,Monthly Issuance,2016-01-26,2016,1,26,2016-01-26
A00002217,73,Monthly Issuance,2016-01-27,2016,1,27,2016-01-27
A00000262,75,Monthly Issuance,2016-01-27,2016,1,27,2016-01-27
A00002214,45,Monthly Issuance,2016-01-27,2016,1,27,2016-01-27
A00000976,77,Monthly Issuance,2016-01-27,2016,1,27,2016-01-27
A00001439,11,Monthly Issuance,2016-01-27,2016,1,27,2016-01-27
A00000417,73,Monthly Issuance,2016-01-27,2016,1,27,2016-01-27
A00003084,59,Weekly Issuance,2016-01-28,2016,1,28,2016-01-28
A00004204,21,Monthly Issuance,2016-01-29,2016,1,29,2016-01-29
A00009504,9,Monthly Issuance,2016-01-29,2016,1,29,2016-01-29
A00000414,1,Monthly Issuance,2016-01-29,2016,1,29,2016-01-29
A00004424,48,Monthly Issuance,2016-01-29,2016,1,29,2016-01-29
A00003389,13,Monthly Issuance,2016-01-30,2016,1,30,2016-01-30
A00002106,1,Monthly Issuance,2016-02-01,2016,2,1,2016-02-01
A00000355,62,Weekly Issuance,2016-02-01,2016,2,1,2016-02-01
A00002702,74,Monthly Issuance,2016-02-01,2016,2,1,2016-02-01
A00011054,59,Weekly Issuance,2016-02-01,2016,2,1,2016-02-01
A00010558,40,Monthly Issuance,2016-02-01,2016,2,1,2016-02-01
A00001859,50,Monthly Issuance,2016-02-02,2016,2,2,2016-02-02
A00002109,34,Monthly Issuance,2016-02-02,2016,2,2,2016-02-02
A00006512,34,Weekly Issuance,2016-02-03,2016,2,3,2016-02-03
A00001963,42,Monthly Issuance,2016-02-03,2016,2,3,2016-02-03
A00001977,41,Monthly Issuance,2016-02-03,2016,2,3,2016-02-03
A00005181,75,Monthly Issuance,2016-02-03,2016,2,3,2016-02-03
A00001791,1,Monthly Issuance,2016-02-03,2016,2,3,2016-02-03
A00002635,27,Monthly Issuance,2016-02-04,2016,2,4,2016-02-04
A00001623,1,Monthly Issuance,2016-02-04,2016,2,4,2016-02-04
A00004293,64,Issuance After Transaction,2016-02-04,2016,2,4,2016-02-04
A00004851,52,Monthly Issuance,2016-02-04,2016,2,4,2016-02-04
A00002774,42,Monthly Issuance,2016-02-05,2016,2,5,2016-02-05
A00002469,11,Monthly Issuance,2016-02-05,2016,2,5,2016-02-05
A00003931,28,Monthly Issuance,2016-02-05,2016,2,5,2016-02-05
A00002348,65,Monthly Issuance,2016-02-05,2016,2,5,2016-02-05
A00000218,68,Monthly Issuance,2016-02-06,2016,2,6,2016-02-06
A00000804,64,Monthly Issuance,2016-02-06,2016,2,6,2016-02-06
A00000923,13,Monthly Issuance,2016-02-07,2016,2,7,2016-02-07
A00001744,76,Monthly Issuance,2016-02-07,2016,2,7,2016-02-07
A00002890,69,Monthly Issuance,2016-02-07,2016,2,7,2016-02-07
A00001233,31,Monthly Issuance,2016-02-08,2016,2,8,2016-02-08
A00002719,10,Monthly Issuance,2016-02-08,2016,2,8,2016-02-08
A00000516,6,Monthly Issuance,2016-02-08,2016,2,8,2016-02-08
A00002551,5,Monthly Issuance,2016-02-08,2016,2,8,2016-02-08
A00002499,2,Monthly Issuance,2016-02-08,2016,2,8,2016-02-08
A00002893,39,Monthly Issuance,2016-02-08,2016,2,8,2016-02-08
A00001922,60,Monthly Issuance,2016-02-09,2016,2,9,2016-02-09
A00000264,15,Monthly Issuance,2016-02-09,2016,2,9,2016-02-09
A00003890,50,Monthly Issuance,2016-02-10,2016,2,10,2016-02-10
A00006686,61,Monthly Issuance,2016-02-10,2016,2,10,2016-02-10
A00003519,52,Monthly Issuance,2016-02-10,2016,2,10,2016-02-10
A00003597,1,Issuance After Transaction,2016-02-11,2016,2,11,2016-02-11
A00001611,69,Monthly Issuance,2016-02-11,2016,2,11,2016-02-11
A00002230,7,Monthly Issuance,2016-02-11,2016,2,11,2016-02-11
A00003933,61,Monthly Issuance,2016-02-11,2016,2,11,2016-02-11
A00002212,33,Monthly Issuance,2016-02-12,2016,2,12,2016-02-12
A00001964,25,Monthly Issuance,2016-02-12,2016,2,12,2016-02-12
A00004999,1,Monthly Issuance,2016-02-12,2016,2,12,2016-02-12
A00008680,17,Monthly Issuance,2016-02-12,2016,2,12,2016-02-12
A00001612,66,Monthly Issuance,2016-02-12,2016,2,12,2016-02-12
A00002390,1,Monthly Issuance,2016-02-12,2016,2,12,2016-02-12
A00002600,1,Monthly Issuance,2016-02-13,2016,2,13,2016-02-13
A00001737,77,Monthly Issuance,2016-02-13,2016,2,13,2016-02-13
A00002993,1,Weekly Issuance,2016-02-13,2016,2,13,2016-02-13
A00002753,26,Monthly Issuance,2016-02-13,2016,2,13,2016-02-13
A00002409,76,Monthly Issuance,2016-02-13,2016,2,13,2016-02-13
A00000949,58,Monthly Issuance,2016-02-13,2016,2,13,2016-02-13
A00003468,32,Monthly Issuance,2016-02-14,2016,2,14,2016-02-14
A00003979,37,Monthly Issuance,2016-02-14,2016,2,14,2016-02-14
A00000296,49,Monthly Issuance,2016-02-14,2016,2,14,2016-02-14
A00001836,42,Monthly Issuance,2016-02-15,2016,2,15,2016-02-15
A00001111,5,Monthly Issuance,2016-02-16,2016,2,16,2016-02-16
A00003680,27,Monthly Issuance,2016-02-16,2016,2,16,2016-02-16
A00001916,72,Monthly Issuance,2016-02-16,2016,2,16,2016-02-16
